sheet,Show,EpId,ClipId,clip_name,file_id,label,n_labels,descartada,Interjection,WordRep,Block,SoundRep,Prolongation,NoStutteredWords,Start,Stop,Unsure,PoorAudioQuality,DifficultToUnderstand,NaturalPause,Music,NoSpeech,split
primera_revision,ATMA,2020-05-27_10_23_37,14,ATMA_2020-05-27_10_23_37_14.wav,1LSsLgipl4MftLtBxiGdrd2QWQ8og4xVT,NoStutteredWords,1,False,0,0,0,0,0,1,871315,919315,0,0,0,1,0,0,train
primera_revision,ATMA,2020-05-27_10_23_55,23,ATMA_2020-05-27_10_23_55_23.wav,17l1MrIPkEk_T6hCX28AS53ZfeuWE7V_d,NoStutteredWords,1,False,0,0,0,0,0,1,1506472,1554472,0,0,0,0,0,0,train
primera_revision,LPJM,2020-05-27_03_59_43,13,LPJM_2020-05-27_03_59_43_13.wav,1O9JnI_PbNPClnwx5j0fb_escX_dDZz1f,NoStutteredWords,1,False,0,0,0,0,0,1,1117674,1165674,0,0,0,0,0,0,train
primera_revision,LPJM,2020-05-27_05_12_27,12,LPJM_2020-05-27_05_12_27_12.wav,1ler7wgvRHo7PX5kSvbmYPQ4k8USt0It4,NoStutteredWords,1,False,0,0,0,0,0,1,2015498,2063498,0,0,0,0,0,0,train
primera_revision,LPJM,2020-05-27_08_31_29,3,LPJM_2020-05-27_08_31_29_3.wav,1QEbBqGNIqEBTDydTc98UlJdniKHIs70Q,NoStutteredWords,1,False,0,0,0,0,0,1,258131,306131,0,0,0,0,0,0,train
primera_revision,LPJM,2020-05-27_08_31_29,9,LPJM_2020-05-27_08_31_29_9.wav,1QEs5YGS9UE3lNVJrRzPvUEIePan5gBlB,NoStutteredWords,1,False,0,0,0,0,0,1,551466,599466,0,0,0,0,0,0,train
primera_revision,LPJM,2020-05-27_08_36_38,2,LPJM_2020-05-27_08_36_38_2.wav,1osiw5Q9RxSpfEEIMkoJgKhMmnX5C-6Gq,NoStutteredWords,1,False,0,0,0,0,0,1,215498,263498,0,0,0,0,0,0,train
primera_revision,LPJM,2020-05-27_08_36_38,11,LPJM_2020-05-27_08_36_38_11.wav,1of0QCLkCXPRh1CT5q6dsxZjhKLPgmN5p,NoStutteredWords,1,False,0,0,0,0,0,1,643784,691784,0,0,0,0,0,0,train
primera_revision,LPJM,2020-05-27_08_36_38,15,LPJM_2020-05-27_08_36_38_15.wav,1pwMOrY3EnkLXts4vGYWbsHq8wyqbSnxO,NoStutteredWords,1,False,0,0,0,0,0,1,818927,866927,0,0,0,0,0,0,train
primera_revision,LPJM,2020-05-27_08_36_38,45,LPJM_2020-05-27_08_36_38_45.wav,1lTdXhWJMgEDCn7vkUcJBYIALXYs7QUCA,SoundRep,1,False,0,0,0,1,0,0,2217875,2265875,0,0,0,0,0,0,train
primera_revision,LPJM,2020-05-27_09_34_40,23,LPJM_2020-05-27_09_34_40_23.wav,1F3Pl5iy5hWhKapAx7RSJGHFbvkDQiQ0w,Block,2,False,0,0,1,0,1,0,1252969,1300969,0,0,0,0,0,0,train
primera_revision,LPJM,2020-05-27_09_34_40,35,LPJM_2020-05-27_09_34_40_35.wav,1HuMNQYEVD5AHHHrBnpzYkxJYbTEy-lr8,NoStutteredWords,1,False,0,0,0,0,0,1,1841529,1889529,0,0,0,0,0,0,train
primera_revision,LPJM,2020-05-27_09_40_28,35,LPJM_2020-05-27_09_40_28_35.wav,1Y6FyQb2GekT2FfVdKvw4g3xLk4KFwzJm,Prolongation,1,False,0,0,0,0,1,0,1873512,1921512,0,0,0,1,0,0,train
primera_revision,LPJM,2020-05-27_09_40_28,41,LPJM_2020-05-27_09_40_28_41.wav,1VCnD6mmll27jpYkP0F5IPHoPTnPZkQUv,NoStutteredWords,1,False,0,0,0,0,0,1,2181077,2229077,0,0,0,0,0,0,train
primera_revision,LPJM,2020-05-27_09_43_21,8,LPJM_2020-05-27_09_43_21_8.wav,1abHkIBUs_ocZMfso5IvHaDDehIOtbSgJ,NoStutteredWords,1,False,0,0,0,0,0,1,1001839,1049839,0,0,0,0,0,0,train
primera_revision,LPJM,2020-05-27_09_43_21,10,LPJM_2020-05-27_09_43_21_10.wav,1d2KbDf1Cz0Di6qk9Z6bWzF40_8qqAjWY,NoStutteredWords,1,False,0,0,0,0,0,1,1053591,1101591,0,0,0,0,0,0,train
primera_revision,PVM,2020-05-27_01_01_37,26,PVM_2020-05-27_01_01_37_26.wav,1O_FP5hHDlGDk7qthLgx4CKPCPOSJHBn2,SoundRep,1,False,0,0,0,1,0,0,1342771,1390771,0,0,0,0,0,0,train
primera_revision,PVM,2020-05-27_01_01_37,27,PVM_2020-05-27_01_01_37_27.wav,1OFRazANyDNTh389ODots7QOWVwUX4eKV,NoStutteredWords,1,False,0,0,0,0,0,1,1374522,1422522,0,0,0,0,0,0,train
primera_revision,PVM,2020-05-27_01_01_37,38,PVM_2020-05-27_01_01_37_38.wav,1Obmtd4P_l5RNAH7zvE-SEDgZalPBhNBb,SoundRep,1,False,0,0,0,1,0,0,1943660,1991660,0,0,0,0,0,0,train
primera_revision,PVM,2020-05-27_03_20_01,15,PVM_2020-05-27_03_20_01_15.wav,1fwSTRX2I12Re8WuZQOGQZe-sB7uSmYZz,NoStutteredWords,1,False,0,0,0,0,0,1,813550,861550,0,0,0,0,0,0,train
primera_revision,PVM,2020-05-27_03_20_01,51,PVM_2020-05-27_03_20_01_51.wav,1gb_FW8CNMvZN19B3N-K9SbKMd51Of2BB,NoStutteredWords,1,False,0,0,0,0,0,1,2253402,2301402,0,0,0,0,0,0,train
primera_revision,PVM,2020-05-27_03_20_01,54,PVM_2020-05-27_03_20_01_54.wav,1fd-3Lf6TcvyuEht6JzBP2gLc5IrnHXQ-,SoundRep,1,False,0,0,0,1,0,0,2564247,2612247,0,0,0,0,0,0,train
primera_revision,PVM,2020-05-27_03_20_01,63,PVM_2020-05-27_03_20_01_63.wav,1eL598JHW9kdb0Z06nGgU-xLlXa-faerr,NoStutteredWords,1,False,0,0,0,0,0,1,2933962,2981962,0,0,0,0,0,0,train
primera_revision,PVM,2020-05-27_03_20_01,68,PVM_2020-05-27_03_20_01_68.wav,1eiwqMPtIIowQW2uG24QdUeriTKbpT-BR,NoStutteredWords,1,False,0,0,0,0,0,1,3188002,3236002,0,0,0,0,0,0,train
primera_revision,PVM,2020-05-27_03_20_01,70,PVM_2020-05-27_03_20_01_70.wav,1egwlHBtGCVIvnljZ4rTf7kLIKeRzhvcr,NoStutteredWords,1,False,0,0,0,0,0,1,3338887,3386887,0,0,0,0,0,0,train
primera_revision,PVM,2020-05-27_03_20_01,73,PVM_2020-05-27_03_20_01_73.wav,1gaDIGZx8Yx48V9lmSMIDk9amCfBRFni3,Prolongation,1,False,0,0,0,0,1,0,3447621,3495621,0,0,0,0,0,0,train
primera_revision,PVM,2020-05-27_04_37_41,7,PVM_2020-05-27_04_37_41_7.wav,1bDUqeHj3KSbydFK6OkhoW_h9KyC1vpB3,NoStutteredWords,1,False,0,0,0,0,0,1,404708,452708,0,0,0,0,0,0,train
primera_revision,PVM,2020-05-27_05_24_23,16,PVM_2020-05-27_05_24_23_16.wav,1F_4uv7q-k1Muk67DiTOEpRqUF5AJgROP,NoStutteredWords,1,False,0,0,0,0,0,1,774065,822065,0,0,0,0,0,0,train
primera_revision,RRYR,2020-05-27_05_03_00,3,RRYR_2020-05-27_05_03_00_3.wav,1s3biBm18gV8abIDcsgWj5CJe3CdoFMul,WordRep,1,False,0,1,0,0,0,0,194710,242710,0,0,0,0,0,0,train
primera_revision,RRYR,2020-05-27_05_03_00,11,RRYR_2020-05-27_05_03_00_11.wav,1rRBRivP0BL5WUUPxa8LkYsRc1T5JU4NX,NoStutteredWords,1,False,0,0,0,0,0,1,457239,505239,0,0,0,0,0,0,train
primera_revision,RRYR,2020-05-27_05_03_00,39,RRYR_2020-05-27_05_03_00_39.wav,1pGcI_N2XKXdqf4f7wS0-uY-2f2fw2rlF,NoStutteredWords,1,False,0,0,0,0,0,1,1710872,1758872,0,0,0,0,0,0,train
primera_revision,RRYR,2020-05-27_05_03_00,44,RRYR_2020-05-27_05_03_00_44.wav,1phnz8-uj5ufto8TiX2KlG04ZtpzHZ4R-,Prolongation,1,False,0,0,0,0,1,0,1867468,1915468,0,0,0,0,0,0,train
primera_revision,RRYR,2020-05-27_05_03_00,56,RRYR_2020-05-27_05_03_00_56.wav,1qnsqCmixKCLbKNmHDtGYlY1F4Uxs4PTG,SoundRep,1,False,0,0,0,1,0,0,2419554,2467554,0,0,0,0,0,0,train
primera_revision,RRYR,2020-05-27_05_06_19,2,RRYR_2020-05-27_05_06_19_2.wav,12gyqm_KWZfXgYNyu06GoYOsipeFjKoF3,SoundRep,2,False,0,0,0,1,1,0,76130,124130,0,0,0,0,0,0,train
primera_revision,RRYR,2020-05-27_05_06_19,25,RRYR_2020-05-27_05_06_19_25.wav,12WumlWZIoogdq9gtD1u7rOjy2szN9iun,WordRep,1,False,0,1,0,0,0,0,949334,997334,0,0,0,0,0,0,train
primera_revision,RRYR,2020-05-27_05_06_19,30,RRYR_2020-05-27_05_06_19_30.wav,10J1y6rB_XxQAoyBDJIxpg2oVotvFGn6f,NoStutteredWords,1,False,0,0,0,0,0,1,1196620,1244620,0,0,0,0,0,0,train
primera_revision,RRYR,2020-05-27_05_06_19,54,RRYR_2020-05-27_05_06_19_54.wav,11OJ-gQ_u3NvUNcxcMBFQ1oqMc29af3Nb,NoStutteredWords,1,False,0,0,0,0,0,1,2328153,2376153,0,0,0,0,0,0,train
primera_revision,RRYR,2020-05-27_05_10_14,5,RRYR_2020-05-27_05_10_14_5.wav,1RyJM6cGKxbFxyxUZmzmGFlrRjBJcXgB3,SoundRep,1,False,0,0,0,1,0,0,202919,250919,0,0,0,0,0,0,train
primera_revision,RRYR,2020-05-27_05_10_14,20,RRYR_2020-05-27_05_10_14_20.wav,1RyQ2q2YlwTDNOwk_89BmjvDtbqyDiR7b,NoStutteredWords,1,False,0,0,0,0,0,1,881356,929356,0,0,0,0,0,0,train
primera_revision,RRYR,2020-05-27_05_10_14,31,RRYR_2020-05-27_05_10_14_31.wav,1TK7KwT3P97MihfY9r6xuy-CQ0NaYQOXC,NoStutteredWords,1,False,0,0,0,0,0,1,1300460,1348460,0,0,0,1,0,0,train
primera_revision,RRYR,2020-05-27_05_10_14,40,RRYR_2020-05-27_05_10_14_40.wav,1RxcOmQsNSSssIAuyR8JlTcEoHyp548vW,SoundRep,1,False,0,0,0,1,0,0,1618415,1666415,0,0,0,0,0,0,train
primera_revision,RRYR,2020-05-27_05_13_12,9,RRYR_2020-05-27_05_13_12_9.wav,1H7A3oyR0cXLC_eu8R8Q13kwvM4MLEu71,SoundRep,1,False,0,0,0,1,0,0,309759,357759,0,0,0,0,0,0,train
primera_revision,RRYR,2020-05-27_05_13_12,20,RRYR_2020-05-27_05_13_12_20.wav,1ES8OHcFwd5qVJEqCexgzTu01xb2Tt2s3,NoStutteredWords,1,False,0,0,0,0,0,1,748952,796952,0,0,0,0,0,0,train
primera_revision,SSF,2020-05-28_02_37_08,5,SSF_2020-05-28_02_37_08_5.wav,12FevKKLVVknpeXmYFCvZ7zK1B9VYM8KS,NoStutteredWords,1,False,0,0,0,0,0,1,338931,386931,0,0,0,0,0,0,train
primera_revision,SSF,2020-05-28_02_37_08,6,SSF_2020-05-28_02_37_08_6.wav,128-lLmE5o4B9p66JgQoJsFXh5myqPqqW,Prolongation,1,False,0,0,0,0,1,0,359334,407334,0,0,0,0,0,0,train
primera_revision,SSF,2020-05-28_02_37_08,14,SSF_2020-05-28_02_37_08_14.wav,10zqjm700d6t9gK-PUct1glIkmAXlkmt1,NoStutteredWords,1,False,0,0,0,0,0,1,634542,682542,0,0,0,1,0,0,train
primera_revision,SSF,2020-05-28_02_37_16,20,SSF_2020-05-28_02_37_16_20.wav,19PciMIPbx1vfXTQoSLSjmX4xZwmBRB0E,NoStutteredWords,1,False,0,0,0,0,0,1,802067,850067,0,0,0,0,0,0,train
primera_revision,SSF,2020-05-28_02_37_16,49,SSF_2020-05-28_02_37_16_49.wav,18y0lbD7xID0wQy8zh6VfgDx3jewsDohQ,NoStutteredWords,1,False,0,0,0,0,0,1,1854491,1902491,0,0,0,1,0,0,train
primera_revision,SSF,2020-05-28_02_37_16,58,SSF_2020-05-28_02_37_16_58.wav,1F5Ix9U8DgKcpXxMuA_3rz-OA3jfyat8J,NoStutteredWords,1,False,0,0,0,0,0,1,2146146,2194146,0,0,0,0,0,0,train
primera_revision,SSF,2020-05-28_02_37_16,65,SSF_2020-05-28_02_37_16_65.wav,1F9OsnxjbHV5tN6mKZBnkZgAk-yfJzIL9,NoStutteredWords,1,False,0,0,0,0,0,1,2469312,2517312,0,0,0,1,0,0,train
primera_revision,SSF,2020-05-28_02_37_16,68,SSF_2020-05-28_02_37_16_68.wav,1DkPgQIBiL4zslzPFrnKOvQCFj7vvy0Cm,Block,1,False,0,0,1,0,0,0,2574275,2622275,0,0,0,0,0,0,train
primera_revision,SSF,2020-05-28_02_37_16,74,SSF_2020-05-28_02_37_16_74.wav,1Cb5gmVaA8OnyLBvKun2aXFPnfGjyQBlp,NoStutteredWords,1,False,0,0,0,0,0,1,2750796,2798796,0,0,0,0,0,0,train
primera_revision,SSF,2020-05-28_02_37_17,7,SSF_2020-05-28_02_37_17_7.wav,1qetp0m0ypjMfgYiDR6XeEJzX-VluPtks,NoStutteredWords,1,False,0,0,0,0,0,1,493262,541262,0,0,0,0,0,0,train
primera_revision,SSF,2020-05-28_02_37_17,32,SSF_2020-05-28_02_37_17_32.wav,1stC94nV4_gMKy99v2APcW8tUZsAKi1Y1,NoStutteredWords,1,False,0,0,0,0,0,1,1451384,1499384,0,0,0,0,0,0,train
primera_revision,SSF,2020-05-28_02_37_17,35,SSF_2020-05-28_02_37_17_35.wav,1s4n2XCyvUdqCS4sM93vARsuacjnvIumK,Prolongation,1,False,0,0,0,0,1,0,1619779,1667779,0,0,0,0,0,0,train
primera_revision,SSF,2020-05-28_06_13_37,3,SSF_2020-05-28_06_13_37_3.wav,1ZH2Jgo9lOHyLC_VJ154QyBe0b8rKoNa8,NoStutteredWords,1,False,0,0,0,0,0,1,123402,171402,0,0,0,0,0,0,train
segunda_revision,ATMA,2020-05-27_03_54_34,19,ATMA_2020-05-27_03_54_34_19.wav,1Ev0o32TbZS4DB19VD8qktk-v9AgX93WV,NoStutteredWords,1,False,0,0,0,0,0,1,909896,957896,0,0,0,0,0,0,train
segunda_revision,ATMA,2020-05-27_03_54_34,20,ATMA_2020-05-27_03_54_34_20.wav,1EhKi6PM2WTVDtKWeKdCZAX5szUvwl5-o,NoStutteredWords,1,False,0,0,0,0,0,1,947555,995555,0,0,0,0,0,0,train
segunda_revision,ATMA,2020-05-27_03_55_03,1,ATMA_2020-05-27_03_55_03_1.wav,17yv3oBzS9HNPFefSN1q780iSE6sTPnag,NoStutteredWords,1,False,0,0,0,0,0,1,124688,172688,0,0,0,0,0,0,train
segunda_revision,ATMA,2020-05-27_03_55_03,9,ATMA_2020-05-27_03_55_03_9.wav,16vzAf_PjSz0kIH5mnjkVJZvOIbIZY-vD,Prolongation,1,False,0,0,0,0,1,0,672613,720613,0,0,0,0,0,0,train
segunda_revision,ATMA,2020-05-27_03_55_03,14,ATMA_2020-05-27_03_55_03_14.wav,185zajcWftiFDM7qLRu7FuK9QwJksN7gF,NoStutteredWords,1,False,0,0,0,0,0,1,905588,953588,0,0,0,0,0,0,train
segunda_revision,ATMA,2020-05-27_03_55_03,24,ATMA_2020-05-27_03_55_03_24.wav,186GH8M5GUfGGEvkyUvtXl6pUbp6__dfZ,Block,1,False,0,0,1,0,0,0,1315648,1363648,0,0,0,0,0,0,train
segunda_revision,ATMA,2020-05-27_03_55_25,1,ATMA_2020-05-27_03_55_25_1.wav,14lu1bXO0e3qvhyU-eLFt7s3ZwDwVaE-_,NoStutteredWords,1,False,0,0,0,0,0,1,143438,191438,0,0,0,0,0,0,train
segunda_revision,ATMA,2020-05-27_03_55_25,8,ATMA_2020-05-27_03_55_25_8.wav,157xSKF8MvBG5d4sR_oMLqfA9mKKGRKSm,NoStutteredWords,1,False,0,0,0,0,0,1,566418,614418,0,0,0,0,0,0,train
segunda_revision,ATMA,2020-05-27_03_55_25,15,ATMA_2020-05-27_03_55_25_15.wav,1505g2V1KwLEKMSNzwQBnXit02N2uuRrQ,NoStutteredWords,1,False,0,0,0,0,0,1,953725,1001725,0,0,0,0,0,0,train
segunda_revision,ATMA,2020-05-27_03_55_51,12,ATMA_2020-05-27_03_55_51_12.wav,1_oG8eaRBXP13po5ZaQLzx3fS3ATsPdvc,NoStutteredWords,1,False,0,0,0,0,0,1,572666,620666,0,0,0,0,0,0,train
segunda_revision,ATMA,2020-05-27_03_55_51,14,ATMA_2020-05-27_03_55_51_14.wav,1_R8jkFGy_7QLfw42WCcW9gRuR-EewUOt,NoStutteredWords,1,False,0,0,0,0,0,1,772859,820859,0,0,0,0,0,0,train
segunda_revision,ATMA,2020-05-27_03_55_51,34,ATMA_2020-05-27_03_55_51_34.wav,1_BpdQ4l_MoOvnSpc_z-oNy35SQGBj60C,NoStutteredWords,1,False,0,0,0,0,0,1,1661937,1709937,0,0,0,0,0,0,train
segunda_revision,ATMA,2020-05-27_03_55_51,35,ATMA_2020-05-27_03_55_51_35.wav,1_SgLhixIQAxP-cVXtVt7z2wGpFkCq1WW,NoStutteredWords,1,False,0,0,0,0,0,1,1683095,1731095,0,0,0,0,0,0,train
segunda_revision,ATMA,2020-05-27_03_56_16,13,ATMA_2020-05-27_03_56_16_13.wav,1oghJC3BGkEAjMgVgx-5ZUsPkfDtEu9zz,NoStutteredWords,1,False,0,0,0,0,0,1,812598,860598,0,0,0,0,0,0,train
segunda_revision,ATMA,2020-05-27_03_56_16,19,ATMA_2020-05-27_03_56_16_19.wav,1nT9GclEYwtvDMKbuBEwLndAhMcRorUMD,SoundRep,1,False,0,0,0,1,0,0,1111021,1159021,0,0,0,0,0,0,train
segunda_revision,ATMA,2020-05-27_03_56_16,25,ATMA_2020-05-27_03_56_16_25.wav,1oeSbFdYTWJfeLqA_VrL8pseya48Um5mJ,NoStutteredWords,1,False,0,0,0,0,0,1,1361909,1409909,0,0,0,0,0,0,train
segunda_revision,ATMA,2020-05-27_03_56_16,26,ATMA_2020-05-27_03_56_16_26.wav,1nsqhGwIKwIHfjv0VDaj1Cf7YkEPo_QrY,SoundRep,1,False,0,0,0,1,0,0,1404252,1452252,0,0,0,0,0,0,train
segunda_revision,ATMA,2020-05-27_03_56_16,31,ATMA_2020-05-27_03_56_16_31.wav,1o6OTUALLMKzJFAThqVxSSgUXd7FdYkrY,WordRep,1,False,0,1,0,0,0,0,1636102,1684102,0,0,0,0,0,0,train
segunda_revision,ATMA,2020-05-27_03_56_16,34,ATMA_2020-05-27_03_56_16_34.wav,1m5aQ28ZlQkS8PwmUs6sf6xicUpiyGyRh,NoStutteredWords,1,False,0,0,0,0,0,1,1752483,1800483,0,0,0,0,0,0,train
segunda_revision,ATMA,2020-05-27_03_56_16,38,ATMA_2020-05-27_03_56_16_38.wav,1n6xHh22-PzSvL8UC9Y6CyRpafCa1dEtu,WordRep,1,False,0,1,0,0,0,0,1890740,1938740,0,0,0,0,0,0,train
segunda_revision,ATMA,2020-05-27_06_06_55,0,ATMA_2020-05-27_06_06_55_0.wav,1BrvOJjVDwpmPzHk-0EuA0synKn9arbtd,NoStutteredWords,1,False,0,0,0,0,0,1,7875,55875,0,0,0,0,0,0,train
segunda_revision,ATMA,2020-05-27_06_06_55,19,ATMA_2020-05-27_06_06_55_19.wav,1CV54SYRdkVzRSJbuh82g8TTJKnOS1pKk,NoStutteredWords,1,False,0,0,0,0,0,1,821393,869393,0,0,0,0,0,0,train
segunda_revision,ATMA,2020-05-27_06_06_55,22,ATMA_2020-05-27_06_06_55_22.wav,1BNG4_iCF9dcmfUSfyla3OxBqTuS5V36b,NoStutteredWords,1,False,0,0,0,0,0,1,985254,1033254,0,0,0,0,0,0,train
segunda_revision,ATMA,2020-05-27_06_06_55,36,ATMA_2020-05-27_06_06_55_36.wav,1CZFOFt0fevvZfpkmA39q9NIP9Fpv6krK,NoStutteredWords,1,False,0,0,0,0,0,1,1483289,1531289,0,0,0,0,0,0,train
segunda_revision,ATMA,2020-05-27_06_06_55,43,ATMA_2020-05-27_06_06_55_43.wav,1CDhiGYivfVuBGtfMVE2cCQaqfI_2XRZE,NoStutteredWords,1,False,0,0,0,0,0,1,1842294,1890294,0,0,0,0,0,0,train
segunda_revision,ATMA,2020-05-27_10_23_37,25,ATMA_2020-05-27_10_23_37_25.wav,1BDMFtTPU8Y_kIIQ9oe6JYNZwcJ7uvU-0,NoStutteredWords,1,False,0,0,0,0,0,1,1735261,1783261,0,0,0,0,0,0,train
segunda_revision,ATMA,2020-05-27_10_23_55,15,ATMA_2020-05-27_10_23_55_15.wav,17vfUGnbwa_9Hmvg46kWj_GxAm0RvPS04,Block,1,False,0,0,1,0,0,0,897976,945976,0,0,0,0,0,0,train
segunda_revision,ATMA,2020-05-27_10_23_55,17,ATMA_2020-05-27_10_23_55_17.wav,1843kSvir6rYfCQV8PDMyy71ITUXGWMQk,SoundRep,1,False,0,0,0,1,0,0,1069551,1117551,0,0,0,0,0,0,train
segunda_revision,ATMA,2020-05-27_10_23_55,20,ATMA_2020-05-27_10_23_55_20.wav,17tcEgicI5xmBo1pec6Wqr18iLiroBngS,Block,1,False,0,0,1,0,0,0,1295120,1343120,0,0,0,0,0,0,train
segunda_revision,ATMA,2020-05-27_10_23_55,25,ATMA_2020-05-27_10_23_55_25.wav,18RZQE3pd9YORJE-wuODrFNqdoroY3Njk,NoStutteredWords,1,False,0,0,0,0,0,1,2177008,2225008,0,0,0,0,0,0,train
segunda_revision,ATMA,2020-05-27_10_24_13,7,ATMA_2020-05-27_10_24_13_7.wav,1c-kAiMyf0Yp26bzJuqKPwc8UMLdx_nnw,SoundRep,1,False,0,0,0,1,0,0,674009,722009,0,0,0,0,0,0,train
segunda_revision,ATMA,2020-05-27_10_24_30,1,ATMA_2020-05-27_10_24_30_1.wav,1BwLu5BhJQ_nToYbGr7fLJrQC29QA-9oG,NoStutteredWords,1,False,0,0,0,0,0,1,44394,92394,0,0,0,0,0,0,train
segunda_revision,ATMA,2020-05-28_05_36_59,5,ATMA_2020-05-28_05_36_59_5.wav,1MTLZJJD9YIkRu7GZOqkF5ucXPdwmvv5G,NoStutteredWords,1,False,0,0,0,0,0,1,283709,331709,0,0,0,0,0,0,train
segunda_revision,ATMA,2020-05-28_05_36_59,7,ATMA_2020-05-28_05_36_59_7.wav,1LmTA1Hn6Bfrd_I6XgIhDTbQAq-IiN2aE,NoStutteredWords,1,False,0,0,0,0,0,1,391623,439623,0,0,0,0,0,0,train
segunda_revision,ATMA,2020-05-28_05_36_59,14,ATMA_2020-05-28_05_36_59_14.wav,1MKloGwewm52SEJNyWxa88TgPNBjABOn5,SoundRep,1,False,0,0,0,1,0,0,804801,852801,0,0,0,0,0,0,train
segunda_revision,ATMA,2020-05-28_05_36_59,15,ATMA_2020-05-28_05_36_59_15.wav,1Lkw5ukpp1SJ9ncViDM9HX5vSylL1DalO,Prolongation,1,False,0,0,0,0,1,0,827856,875856,0,0,0,0,0,0,train
segunda_revision,ATMA,2020-05-28_05_36_59,27,ATMA_2020-05-28_05_36_59_27.wav,1Mc6p4EXpnoQl4e9rKEu9pxQKZNK-JWTU,NoStutteredWords,1,False,0,0,0,0,0,1,1476823,1524823,0,0,0,0,0,0,train
segunda_revision,ATMA,2020-05-28_05_36_59,28,ATMA_2020-05-28_05_36_59_28.wav,1LkoFgznEgyt7PPzCGsAFLTQZkHi9ixdk,NoStutteredWords,1,False,0,0,0,0,0,1,1505758,1553758,0,0,0,1,0,0,train
segunda_revision,ATMA,2020-05-28_05_36_59,34,ATMA_2020-05-28_05_36_59_34.wav,1MDEPZsbDia7dZQnP9MTNxbdc8XaROOtn,NoStutteredWords,1,False,0,0,0,0,0,1,1799184,1847184,0,0,0,0,0,0,train
